node    mean	sd	2.5%	97.5%	Rhat	n.eff	scen    MA 	
1336	-0.017	0.3633	-0.7469	0.6684	1.0017	2600	11	54
1337	-0.0791	0.3677	-0.8083	0.6205	1.0017	2600	12	54
1338	-0.1897	0.3707	-0.9238	0.5306	1.0023	1500	13	54
1339	-0.3113	0.3876	-1.067	0.4381	1.0014	4300	14	54
1340	-0.3836	0.3691	-1.1053	0.3375	1.0011	13000	15	54
1341	0.11	0.3626	-0.6298	0.8004	1.0028	1100	16	54
1342	0.0394	0.3738	-0.7142	0.7463	1.001	22000	17	54
1343	-0.0708	0.3739	-0.8169	0.6411	1.0017	2800	18	54
1344	-0.2015	0.3732	-0.9329	0.532	1.001	27000	19	54
1345	-0.2683	0.3716	-1.0053	0.4621	1.0019	2100	20	54
1346	0.1646	0.3649	-0.5791	0.8494	1.0017	2700	21	54
1347	0.0993	0.3628	-0.632	0.7877	1.0009	27000	22	54
1348	-0.0063	0.3712	-0.75	0.6995	1.0017	2600	23	54
1349	-0.1304	0.3711	-0.8696	0.5815	1.0012	7500	24	54
1350	-0.1986	0.3644	-0.9162	0.5176	1.0012	8300	25	54
1351	0.7296	0.3975	-0.0342	1.5242	1.001	27000	1	55
1352	0.6984	0.4064	-0.0867	1.5118	1.0016	3100	2	55
1353	0.6351	0.4084	-0.1427	1.4511	1.0029	1000	3	55
1354	0.5684	0.4108	-0.2273	1.3778	1.0017	2800	4	55
1355	0.5225	0.4069	-0.2689	1.3322	1.0011	11000	5	55
1356	0.7833	0.4041	0.008	1.5953	1.0012	6800	6	55
1357	0.747	0.4064	-0.033	1.5639	1.0009	27000	7	55
1358	0.7022	0.4107	-0.094	1.5313	1.0027	1100	8	55
1359	0.6296	0.4168	-0.1697	1.4632	1.001	20000	9	55
1360	0.5819	0.4149	-0.2272	1.4024	1.0019	2000	10	55
1361	0.9001	0.4103	0.1081	1.7142	1.0013	5500	11	55
1362	0.868	0.4123	0.0821	1.6941	1.001	27000	12	55
1363	0.8073	0.4274	-0.0215	1.6452	1.0014	4100	13	55
1364	0.736	0.4216	-0.0761	1.5704	1.0012	6900	14	55
1365	0.6946	0.4211	-0.1321	1.5154	1.0012	9200	15	55
1366	1.0136	0.4164	0.1917	1.8299	1.0016	2900	16	55
1367	0.9812	0.4139	0.1651	1.7859	1.0022	1600	17	55
1368	0.9082	0.4178	0.0872	1.7297	1.003	980	18	55
1369	0.8514	0.4191	0.0347	1.6732	1.0014	4800	19	55
1370	0.8055	0.422	-0.0177	1.6378	1.0016	3100	20	55
1371	1.0765	0.4165	0.2597	1.8816	1.001	25000	21	55
1372	1.044	0.4221	0.2117	1.8737	1.0015	3900	22	55
1373	0.9812	0.4216	0.1472	1.8143	1.0014	4100	23	55
1374	0.9163	0.4154	0.098	1.7186	1.001	27000	24	55
1375	0.8681	0.4179	0.0487	1.6849	1.0016	2900	25	55
1376	-0.7826	1.0227	-2.8596	1.1832	1.0013	6200	1	56
1377	-0.8265	1.0216	-2.8921	1.1338	1.0011	18000	2	56
1378	-0.9522	0.9918	-2.9409	0.9819	1.0021	1700	3	56
1379	-1.0666	1.0178	-3.1432	0.9045	1.001	27000	4	56
1380	-1.1595	1.022	-3.1945	0.8147	1.001	25000	5	56
1381	-0.792	0.9913	-2.8246	1.1197	1.0036	760	6	56
1382	-0.8196	1.0121	-2.8691	1.1056	1.001	27000	7	56
1383	-0.9465	1.0147	-2.9745	1.036	1.001	27000	8	56
1384	-1.0504	1.0035	-3.0326	0.8929	1.0012	9500	9	56
1385	-1.1382	1.0194	-3.1968	0.8378	1.0012	7500	10	56
1386	-0.6646	0.9969	-2.6662	1.2598	1.0015	3500	11	56
1387	-0.7631	0.9931	-2.7415	1.1749	1.0015	3800	12	56
1388	-0.8828	1.0199	-2.9468	1.0902	1.0017	2800	13	56
1389	-0.975	1.0066	-2.988	1.0246	1.0015	3600	14	56
1390	-1.0628	1.0218	-3.0893	0.914	1.0011	15000	15	56
1391	-0.6089	0.9924	-2.6053	1.3143	1.002	1900	16	56
1392	-0.6493	1.0061	-2.7265	1.2921	1.0011	17000	17	56
1393	-0.776	1.0097	-2.8125	1.1571	1.0018	2500	18	56
1394	-0.8807	1.0129	-2.9014	1.0951	1.0011	13000	19	56
1395	-0.9775	1.028	-3.022	1.0349	1.0014	4300	20	56
1396	-0.5474	0.9983	-2.5412	1.4115	1.0014	4600	21	56
1397	-0.5901	0.9996	-2.5682	1.3529	1.001	27000	22	56
1398	-0.7302	1.0317	-2.8239	1.2462	1.0017	2700	23	56
1399	-0.836	1.0235	-2.88	1.1644	1.0021	1700	24	56
1400	-0.9462	1.012	-2.9879	1.0044	1.0022	1500	25	56
1401	0.3811	0.4701	-0.5371	1.3098	1.0015	3600	1	57
1402	0.3506	0.4721	-0.5779	1.2782	1.001	27000	2	57
1403	0.2421	0.4801	-0.7025	1.1988	1.002	1900	3	57
1404	0.1508	0.4896	-0.7938	1.1152	1.0017	2600	4	57
1405	0.1016	0.4911	-0.8517	1.0716	1.0015	3900	5	57
1406	0.4237	0.4776	-0.4969	1.3728	1.0018	2400	6	57
1407	0.3893	0.4809	-0.545	1.3439	1.0011	11000	7	57
1408	0.3041	0.4837	-0.6382	1.2612	1.0011	17000	8	57
1409	0.2164	0.4842	-0.7202	1.1817	1.0012	7300	9	57
1410	0.1509	0.4824	-0.7867	1.1326	1.0014	4800	10	57
1411	0.526	0.4897	-0.4204	1.4957	1.0017	2800	11	57
1412	0.4838	0.4879	-0.461	1.4615	1.0022	1600	12	57
1413	0.404	0.4929	-0.5529	1.3675	1.0042	620	13	57
1414	0.3065	0.4982	-0.6559	1.2939	1.0012	8800	14	57
1415	0.2413	0.496	-0.7309	1.216	1.0011	12000	15	57
1416	0.6248	0.4869	-0.329	1.5941	1.0013	5900	16	57
1417	0.5988	0.4922	-0.3685	1.5755	1.0012	9600	17	57
1418	0.5156	0.5009	-0.4495	1.4955	1.0018	2400	18	57
1419	0.4285	0.5067	-0.5658	1.4256	1.0022	1600	19	57
1420	0.3638	0.5004	-0.6138	1.3605	1.0018	2300	20	57
1421	0.7028	0.4872	-0.2602	1.6481	1.002	1900	21	57
1422	0.6577	0.4967	-0.319	1.6292	1.0012	7500	22	57
1423	0.5955	0.5041	-0.3948	1.587	1.0031	920	23	57
1424	0.4788	0.5082	-0.5129	1.4667	1.002	1900	24	57
1425	0.4226	0.5082	-0.5689	1.4226	1.001	27000	25	57
1426	0.0139	0.5632	-1.0997	1.1407	1.0016	2800	1	58
1427	-0.0632	0.5585	-1.1445	1.0441	1.0018	2400	2	58
1428	-0.1421	0.5689	-1.2454	1.0032	1.0016	2900	3	58
1429	-0.2637	0.58	-1.3879	0.893	1.0012	6900	4	58
1430	-0.3517	0.5837	-1.4841	0.8083	1.003	970	5	58
1431	0.0668	0.5567	-1.0154	1.1735	1.0012	8800	6	58
1432	0.0087	0.5684	-1.1055	1.1167	1.001	19000	7	58
1433	-0.1008	0.5684	-1.2129	1.0145	1.0015	3500	8	58
1434	-0.2239	0.5834	-1.3526	0.9279	1.0022	1600	9	58
1435	-0.3011	0.5846	-1.4228	0.8531	1.0012	7900	10	58
1436	0.1429	0.5687	-0.9569	1.2692	1.0009	27000	11	58
1437	0.0936	0.5715	-1.0286	1.2281	1.002	1900	12	58
1438	0.0023	0.5876	-1.1457	1.1791	1.001	27000	13	58
1439	-0.1288	0.588	-1.2646	1.0571	1.001	27000	14	58
1440	-0.1971	0.5832	-1.3287	0.9745	1.0011	9800	15	58
1441	0.2532	0.5737	-0.8554	1.3912	1.0021	1700	16	58
1442	0.2072	0.5971	-0.9228	1.38	1.0018	27000	17	58
1443	0.0835	0.585	-1.0535	1.2493	1.0012	7900	18	58
1444	-0.0157	0.5897	-1.1447	1.1613	1.0017	2500	19	58
1445	-0.0878	0.5935	-1.2419	1.0923	1.001	27000	20	58
1446	0.3232	0.5784	-0.791	1.4612	1.0011	18000	21	58
1447	0.2776	0.5716	-0.8447	1.4042	1.001	24000	22	58
1448	0.1752	0.5902	-0.9834	1.3461	1.0013	5500	23	58
1449	0.0448	0.5957	-1.1133	1.2319	1.0021	1700	24	58
1450	-0.0183	0.5972	-1.1592	1.1822	1.0028	1100	25	58
1451	1.2942	0.6388	0.052	2.5447	1.001	27000	1	59
1452	1.2747	0.6312	0.0391	2.5309	1.0009	27000	2	59
1453	1.2216	0.6336	-0.0214	2.4976	1.001	25000	3	59
1454	1.164	0.6418	-0.0985	2.4546	1.001	27000	4	59
1455	1.1169	0.6352	-0.1317	2.3694	1.001	19000	5	59
1456	1.3277	0.6323	0.089	2.6009	1.0011	19000	6	59
1457	1.31	0.6374	0.0477	2.578	1.001	27000	7	59
1458	1.2563	0.6309	0.0171	2.4969	1.001	27000	8	59
1459	1.1925	0.6343	-0.0709	2.4628	1.0012	6800	9	59
1460	1.1534	0.6433	-0.1313	2.4125	1.0015	3700	10	59
1461	1.4004	0.635	0.1497	2.6714	1.0009	27000	11	59
1462	1.3695	0.6514	0.0919	2.6699	1.001	20000	12	59
1463	1.315	0.6381	0.0616	2.6034	1.0013	5900	13	59
1464	1.2556	0.6451	-0.0198	2.5319	1.001	19000	14	59
1465	1.2216	0.6492	-0.0399	2.5158	1.0011	17000	15	59
1466	1.4504	0.6443	0.1582	2.7362	1.001	24000	16	59
1467	1.4346	0.6342	0.1748	2.7009	1.001	20000	17	59
1468	1.3799	0.6408	0.1006	2.651	1.001	27000	18	59
1469	1.3219	0.6386	0.0587	2.58	1.001	23000	19	59
1470	1.284	0.6408	-0.0039	2.551	1.0014	4200	20	59
1471	1.4886	0.6383	0.2362	2.7436	1.001	20000	21	59
1472	1.4756	0.6301	0.2383	2.723	1.001	27000	22	59
1473	1.427	0.6404	0.1866	2.7123	1.0011	18000	23	59
1474	1.3608	0.6401	0.0829	2.6386	1.0011	13000	24	59
1475	1.318	0.6483	0.0371	2.6082	1.0009	27000	25	59
1476	-0.4812	0.2713	-1.039	0.0342	1.0012	8400	1	60
1477	-0.5055	0.2772	-1.0707	0.018	1.0013	5700	2	60
1478	-0.5444	0.279	-1.1107	-0.0082	1.0018	2200	3	60
1479	-0.583	0.2832	-1.1652	-0.0428	1.0012	8600	4	60
1480	-0.604	0.2861	-1.1854	-0.0479	1.001	27000	5	60
1481	-0.4563	0.2767	-1.013	0.0774	1.001	19000	6	60
1482	-0.4782	0.2766	-1.0328	0.0556	1.0014	4500	7	60
1483	-0.5163	0.2787	-1.0771	0.0139	1.0011	13000	8	60
1484	-0.5544	0.288	-1.1376	-0.0077	1.001	27000	9	60
1485	-0.5805	0.2892	-1.1644	-0.0269	1.0011	9800	10	60
1486	-0.414	0.277	-0.9753	0.1147	1.0011	19000	11	60
1487	-0.429	0.2754	-0.9824	0.1038	1.0013	5600	12	60
1488	-0.4713	0.2807	-1.0272	0.0716	1.0013	6400	13	60
1489	-0.5069	0.2819	-1.0821	0.0298	1.0014	4600	14	60
1490	-0.5376	0.2865	-1.1231	0.0104	1.001	27000	15	60
1491	-0.3687	0.2737	-0.9165	0.1588	1.0011	18000	16	60
1492	-0.3923	0.2775	-0.9615	0.1353	1.0014	4200	17	60
1493	-0.4265	0.2806	-0.9828	0.1153	1.001	21000	18	60
1494	-0.4654	0.2849	-1.046	0.0768	1.0012	7300	19	60
1495	-0.483	0.2807	-1.0617	0.049	1.001	27000	20	60
1496	-0.3399	0.2726	-0.8841	0.1849	1.0011	17000	21	60
1497	-0.3606	0.274	-0.9148	0.1665	1.0013	5600	22	60
1498	-0.4008	0.2792	-0.9678	0.1306	1.0013	6100	23	60
1499	-0.4394	0.2772	-1.0062	0.0868	1.0009	27000	24	60
1500	-0.4573	0.2772	-1.0232	0.0734	1.001	27000	25	60
1501	0.2633	1.3103	-2.2878	2.9221	1.001	19000	1	61
1502	0.2077	1.3082	-2.3383	2.831	1.0011	16000	2	61
1503	0.1459	1.3039	-2.4	2.752	1.0022	1600	3	61
1504	0.0913	1.2967	-2.445	2.6438	1.0024	1300	4	61
1505	-0.0034	1.3103	-2.5636	2.6009	1.002	2000	5	61
1506	0.3264	1.3495	-2.2736	3.0903	1.0015	5400	6	61
1507	0.2587	1.3202	-2.319	2.9391	1.001	19000	7	61
1508	0.216	1.3225	-2.3564	2.8806	1.0024	1400	8	61
1509	0.1232	1.3034	-2.4122	2.7542	1.0015	3400	9	61
1510	0.0294	1.3081	-2.5141	2.6502	1.0023	1400	10	61
1511	0.3945	1.3103	-2.166	3.0036	1.0012	7900	11	61
1512	0.399	1.3604	-2.1935	3.1544	1.0016	3100	12	61
1513	0.3384	1.3949	-2.3015	3.1031	1.0013	27000	13	61
1514	0.2049	1.334	-2.3897	2.9082	1.0017	4800	14	61
1515	0.1699	1.3208	-2.3602	2.847	1.0016	3000	15	61
1516	0.5274	1.3466	-2.0484	3.271	1.0012	6900	16	61
1517	0.4859	1.3358	-2.1254	3.1871	1.001	21000	17	61
1518	0.4153	1.3176	-2.167	3.0896	1.0012	6700	18	61
1519	0.3234	1.316	-2.2398	2.959	1.0025	1300	19	61
1520	0.2804	1.5949	-2.4821	3.3199	1.0314	5000	20	61
1521	0.5601	1.314	-2.0167	3.2026	1.0018	2400	21	61
1522	0.5222	1.2983	-2.0101	3.1693	1.001	27000	22	61
1523	0.4665	1.2986	-2.0779	3.0795	1.0021	1700	23	61
1524	0.3628	1.3061	-2.1938	2.9773	1.0017	2500	24	61
1525	0.3432	1.331	-2.2403	3.0661	1.002	2000	25	61
1526	-1.8484	0.8589	-3.6235	-0.2863	1.0011	14000	1	62
1527	-1.8647	0.8426	-3.6264	-0.2977	1.0014	4200	2	62
1528	-1.9274	0.8845	-3.722	-0.3019	1.0031	27000	3	62
1529	-1.9878	0.8991	-3.8038	-0.3924	1.01	17000	4	62
1530	-1.9852	0.8502	-3.7402	-0.4013	1.0012	8400	5	62
1531	-1.7784	0.8519	-3.513	-0.1907	1.001	27000	6	62
1532	-1.8323	0.8699	-3.6106	-0.2073	1.0019	2100	7	62
1533	-1.8681	0.8378	-3.5844	-0.3093	1.0011	10000	8	62
1534	-1.9146	0.8475	-3.6501	-0.351	1.0009	27000	9	62
1535	-1.9344	0.8461	-3.7055	-0.3668	1.0011	18000	10	62
1536	-1.6893	0.8759	-3.4707	-0.0887	1.0014	4600	11	62
1537	-1.688	0.8615	-3.4358	-0.0957	1.0011	17000	12	62
1538	-1.7533	0.8441	-3.4749	-0.1809	1.0009	27000	13	62
1539	-1.8228	0.8592	-3.6114	-0.2483	1.0011	17000	14	62
1540	-1.8602	0.8532	-3.6149	-0.262	1.001	27000	15	62
1541	-1.5656	0.8449	-3.2917	0.0134	1.0014	4300	16	62
1542	-1.6074	0.858	-3.3653	-0.0224	1.0017	27000	17	62
1543	-1.6771	0.8488	-3.4253	-0.086	1.001	27000	18	62
1544	-1.6995	0.8463	-3.4452	-0.1285	1.0012	7600	19	62
1545	-1.7348	0.8339	-3.4487	-0.1616	1.0014	4300	20	62
1546	-1.5284	0.8678	-3.3127	0.0502	1.002	11000	21	62
1547	-1.5563	0.8527	-3.3361	0.0279	1.0012	7100	22	62
1548	-1.6025	0.8476	-3.3446	-0.021	1.001	27000	23	62
1549	-1.6708	0.8491	-3.4473	-0.1105	1.0026	1200	24	62
1550	-1.6698	0.8526	-3.419	-0.0833	1.0011	14000	25	62
1551	0.3313	0.7167	-1.1795	1.6626	1.001	27000	1	63
1552	0.2698	0.7067	-1.2101	1.5891	1.001	27000	2	63
1553	0.1661	0.7038	-1.2879	1.4748	1.001	27000	3	63
1554	0.0696	0.7158	-1.3927	1.3842	1.001	27000	4	63
1555	-0.0025	0.6972	-1.4419	1.2847	1.0029	3200	5	63
1556	0.4121	0.7521	-1.1626	1.7962	1.0011	19000	6	63
1557	0.3593	0.7189	-1.1573	1.7069	1.001	27000	7	63
1558	0.2516	0.7249	-1.2598	1.6286	1.0012	6700	8	63
1559	0.1347	0.7265	-1.3719	1.516	1.001	27000	9	63
1560	0.0794	0.6958	-1.3426	1.4047	1.001	27000	10	63
1561	0.5589	0.7796	-1.0876	1.9855	1.001	27000	11	63
1562	0.5104	0.8878	-1.1957	1.966	1.0327	6400	12	63
1563	0.3987	0.7701	-1.1888	1.8215	1.001	21000	13	63
1564	0.3052	0.7635	-1.2899	1.7235	1.0009	27000	14	63
1565	0.2171	0.7357	-1.3159	1.5888	1.001	27000	15	63
1566	0.7167	0.8398	-1.035	2.213	1.0013	13000	16	63
1567	0.6627	0.8181	-1.0946	2.1249	1.0013	27000	17	63
1568	0.5518	0.7914	-1.1119	2.0047	1.0017	2500	18	63
1569	0.4459	0.8388	-1.2879	1.9305	1.0095	27000	19	63
1570	0.3964	0.7586	-1.2052	1.7858	1.001	27000	20	63
1571	0.8123	0.833	-0.9735	2.3175	1.0012	8400	21	63
1572	0.749	0.852	-1.0881	2.2486	1.0015	3600	22	63
1573	0.6622	0.8214	-1.0797	2.1303	1.001	27000	23	63
1574	0.5503	0.8248	-1.1499	2.0064	1.0041	4300	24	63
1575	0.5012	0.7711	-1.1472	1.9012	1.0017	2600	25	63
1576	-1.1969	0.2664	-1.7476	-0.7025	1.001	27000	1	64
1577	-1.2067	0.2609	-1.7482	-0.7238	1.001	27000	2	64
1578	-1.2261	0.2608	-1.769	-0.7325	1.0011	11000	3	64
1579	-1.2403	0.2646	-1.7958	-0.752	1.0011	11000	4	64
1580	-1.2491	0.2619	-1.7956	-0.7572	1.0011	10000	5	64
1581	-1.1826	0.2596	-1.7202	-0.6877	1.001	27000	6	64
1582	-1.1937	0.264	-1.7507	-0.7065	1.0011	14000	7	64
1583	-1.2076	0.2628	-1.7557	-0.7223	1.001	27000	8	64
1584	-1.2232	0.2613	-1.7661	-0.7355	1.001	27000	9	64
1585	-1.2349	0.2666	-1.794	-0.7304	1.001	20000	10	64
1586	-1.1541	0.2607	-1.6931	-0.6711	1.0013	5000	11	64
1587	-1.1659	0.2646	-1.7108	-0.6838	1.0012	9500	12	64
1588	-1.1817	0.2567	-1.7168	-0.6968	1.0011	13000	13	64
1589	-1.1992	0.2633	-1.7335	-0.7111	1.0012	7500	14	64
1590	-1.2055	0.2641	-1.7578	-0.715	1.0014	4800	15	64
1591	-1.1205	0.2565	-1.6604	-0.6444	1.0011	17000	16	64
1592	-1.1355	0.2594	-1.6824	-0.648	1.0011	12000	17	64
1593	-1.1497	0.2592	-1.6799	-0.664	1.001	27000	18	64
1594	-1.1653	0.2644	-1.6984	-0.6766	1.0012	7000	19	64
1595	-1.1726	0.2578	-1.7019	-0.6963	1.0012	7100	20	64
1596	-1.11	0.2606	-1.6459	-0.6276	1.0011	21000	21	64
1597	-1.1166	0.255	-1.6372	-0.643	1.001	27000	22	64
1598	-1.134	0.2574	-1.6693	-0.6483	1.001	27000	23	64
1599	-1.1495	0.2664	-1.6993	-0.6622	1.0011	14000	24	64
1600	-1.1544	0.2599	-1.6927	-0.6692	1.0013	6200	25	64
1601	-0.7664	0.4753	-1.7395	0.1252	1.001	21000	1	65
1602	-0.7884	0.4818	-1.7914	0.1077	1.001	27000	2	65
1603	-0.8186	0.4916	-1.825	0.0875	1.0011	11000	3	65
1604	-0.8602	0.4911	-1.8741	0.0595	1.0011	17000	4	65
1605	-0.8873	0.4952	-1.9377	0.0349	1.0014	4900	5	65
1606	-0.7467	0.4773	-1.733	0.1538	1.001	21000	6	65
1607	-0.7718	0.4861	-1.7825	0.1291	1.0014	4600	7	65
1608	-0.8079	0.4888	-1.8215	0.0972	1.0015	3700	8	65
1609	-0.8501	0.4896	-1.8749	0.0598	1.001	27000	9	65
1610	-0.87	0.4934	-1.8856	0.0482	1.001	22000	10	65
1611	-0.717	0.4838	-1.715	0.1818	1.001	27000	11	65
1612	-0.7363	0.4826	-1.7248	0.162	1.001	19000	12	65
1613	-0.7771	0.4799	-1.7737	0.1271	1.001	27000	13	65
1614	-0.8176	0.4919	-1.8329	0.1111	1.0013	5300	14	65
1615	-0.8437	0.4927	-1.8711	0.0729	1.0011	15000	15	65
1616	-0.6795	0.4717	-1.6511	0.2058	1.0013	6000	16	65
1617	-0.7028	0.4684	-1.6588	0.178	1.001	27000	17	65
1618	-0.7428	0.4875	-1.7536	0.165	1.001	27000	18	65
1619	-0.7759	0.4929	-1.7854	0.1348	1.0013	6300	19	65
1620	-0.7971	0.4817	-1.8057	0.1081	1.001	27000	20	65
1621	-0.6606	0.4739	-1.6448	0.2286	1.001	21000	21	65
1622	-0.6741	0.4815	-1.6645	0.223	1.0011	14000	22	65
1623	-0.7199	0.4821	-1.7195	0.1776	1.0011	18000	23	65
1624	-0.7586	0.4912	-1.7792	0.1601	1.001	27000	24	65
1625	-0.7819	0.4829	-1.7876	0.1275	1.0012	8400	25	65
1626	-1.5775	0.5281	-2.6564	-0.584	1.0012	9200	1	66
1627	-1.6273	0.5288	-2.6942	-0.608	1.0012	7900	2	66
1628	-1.7328	0.5295	-2.7997	-0.705	1.001	24000	3	66
1629	-1.8265	0.5258	-2.8652	-0.8152	1.0011	11000	4	66
1630	-1.8772	0.5187	-2.9171	-0.8928	1.001	27000	5	66
1631	-1.5486	0.5277	-2.6085	-0.5525	1.001	21000	6	66
1632	-1.6086	0.5251	-2.6704	-0.6028	1.0009	27000	7	66
1633	-1.7297	0.519	-2.7874	-0.7335	1.0013	5900	8	66
1634	-1.8091	0.5283	-2.8529	-0.7855	1.0009	27000	9	66
1635	-1.874	0.5174	-2.9012	-0.8779	1.001	21000	10	66
1636	-1.5111	0.5253	-2.5679	-0.5077	1.0013	6100	11	66
1637	-1.574	0.5313	-2.6488	-0.561	1.0011	12000	12	66
1638	-1.673	0.5299	-2.7372	-0.6469	1.001	21000	13	66
1639	-1.7772	0.5335	-2.8451	-0.7613	1.001	27000	14	66
1640	-1.8252	0.5252	-2.881	-0.8002	1.001	27000	15	66
1641	-1.47	0.5454	-2.5591	-0.4413	1.0013	5800	16	66
1642	-1.5275	0.5393	-2.6109	-0.5206	1.001	27000	17	66
1643	-1.6312	0.5356	-2.7026	-0.593	1.001	27000	18	66
1644	-1.7264	0.5353	-2.7981	-0.6944	1.0011	13000	19	66
1645	-1.7812	0.5414	-2.8673	-0.7494	1.001	27000	20	66
1646	-1.431	0.533	-2.4952	-0.4261	1.0011	18000	21	66
1647	-1.5067	0.5392	-2.6066	-0.4741	1.0014	4500	22	66
1648	-1.6055	0.553	-2.6954	-0.5494	1.001	27000	23	66
1649	-1.7026	0.5386	-2.77	-0.6746	1.0015	3400	24	66
1650	-1.757	0.5329	-2.8151	-0.7026	1.001	27000	25	66
1651	-2.8898	0.9623	-5.0887	-1.2588	1.001	27000	1	67
1652	-2.9089	0.9647	-5.0651	-1.2914	1.0018	19000	2	67
1653	-2.9647	0.9345	-5.1286	-1.3808	1.001	27000	3	67
1654	-3.0167	0.9306	-5.1261	-1.422	1.0014	4200	4	67
1655	-3.0607	0.9322	-5.1745	-1.4821	1.001	27000	5	67
1656	-2.8677	0.9577	-5.032	-1.2296	1.001	27000	6	67
1657	-2.9025	0.9502	-5.065	-1.2738	1.001	27000	7	67
1658	-2.9651	0.9482	-5.155	-1.3588	1.001	27000	8	67
1659	-3.0117	0.9384	-5.1542	-1.4079	1.001	27000	9	67
1660	-3.0475	0.9288	-5.1381	-1.4589	1.001	27000	10	67
1661	-2.8471	0.9744	-5.026	-1.1863	1.001	27000	11	67
1662	-2.878	0.9707	-5.0696	-1.2251	1.001	27000	12	67
1663	-2.9229	0.9482	-5.0935	-1.3092	1.001	26000	13	67
1664	-2.9949	0.9676	-5.201	-1.3449	1.001	27000	14	67
1665	-3.0285	0.9444	-5.1861	-1.4177	1.001	23000	15	67
1666	-2.8136	0.9762	-5.0211	-1.1232	1.001	27000	16	67
1667	-2.8409	0.9734	-5.0279	-1.1578	1.0011	12000	17	67
1668	-2.8891	0.9677	-5.1176	-1.2293	1.001	27000	18	67
1669	-2.9493	0.9565	-5.1327	-1.3113	1.001	27000	19	67
1670	-2.9841	0.9561	-5.1452	-1.3617	1.001	27000	20	67
1671	-2.7846	0.9969	-5.0323	-1.078	1.0017	8200	21	67
1672	-2.81	0.9768	-5.0423	-1.1588	1.001	19000	22	67
1673	-2.8782	1.0035	-5.1279	-1.1594	1.001	27000	23	67
1674	-2.9248	0.9618	-5.1108	-1.2825	1.001	23000	24	67
1675	-2.968	0.9686	-5.1682	-1.3033	1.001	23000	25	67
1676	-0.4539	0.4603	-1.5425	0.2694	1.001	27000	1	68
1677	-0.4711	0.4662	-1.5769	0.275	1.001	27000	2	68
1678	-0.4701	0.4684	-1.5786	0.2666	1.001	20000	3	68
1679	-0.482	0.4684	-1.5902	0.2648	1.0011	14000	4	68
1680	-0.4892	0.4841	-1.6421	0.2735	1.001	27000	5	68
1681	-0.4579	0.4745	-1.5724	0.2928	1.0011	18000	6	68
1682	-0.4611	0.4695	-1.5778	0.2798	1.001	27000	7	68
1683	-0.4696	0.464	-1.5604	0.2828	1.0011	13000	8	68
1684	-0.4791	0.4664	-1.5853	0.2618	1.001	27000	9	68
1685	-0.4872	0.4757	-1.6096	0.2759	1.001	27000	10	68
1686	-0.4401	0.4551	-1.521	0.2844	1.0011	14000	11	68
1687	-0.4443	0.4522	-1.4969	0.2834	1.001	27000	12	68
1688	-0.4552	0.4633	-1.5481	0.273	1.001	20000	13	68
1689	-0.4707	0.4697	-1.6013	0.2829	1.001	25000	14	68
1690	-0.4736	0.4713	-1.5756	0.275	1.0011	11000	15	68
1691	-0.4281	0.4462	-1.4837	0.2958	1.001	27000	16	68
1692	-0.44	0.4609	-1.5209	0.2904	1.001	26000	17	68
1693	-0.4532	0.465	-1.5511	0.2675	1.0011	17000	18	68
1694	-0.4621	0.4599	-1.5506	0.2579	1.0011	10000	19	68
1695	-0.4621	0.4637	-1.5397	0.2827	1.0009	27000	20	68
1696	-0.4282	0.4535	-1.5047	0.2991	1.0012	7600	21	68
1697	-0.43	0.4551	-1.4851	0.2952	1.001	27000	22	68
1698	-0.4419	0.457	-1.5163	0.2846	1.001	27000	23	68
1699	-0.4543	0.4781	-1.5508	0.2955	1.0012	18000	24	68
1700	-0.4616	0.4676	-1.5727	0.286	1.001	27000	25	68
1701	-0.8318	0.4771	-1.7796	0.0978	1.001	27000	1	69
1702	-0.8868	0.4784	-1.8361	0.0562	1.0011	17000	2	69
1703	-0.9873	0.4856	-1.9419	-0.0321	1.0015	3700	3	69
1704	-1.092	0.5156	-2.057	-0.1022	1.0028	15000	4	69
1705	-1.1506	0.5377	-2.1532	-0.1426	1.0088	22000	5	69
1706	-0.7896	0.4894	-1.7552	0.1568	1.0015	3700	6	69
1707	-0.8411	0.489	-1.8098	0.1194	1.0012	8800	7	69
1708	-0.9314	0.519	-1.9297	0.0705	1.001	27000	8	69
1709	-1.0343	0.5094	-2.0192	-0.0329	1.001	25000	9	69
1710	-1.1116	0.5099	-2.0841	-0.1136	1.0014	4200	10	69
1711	-0.6962	0.5114	-1.6829	0.2906	1.0014	4800	11	69
1712	-0.7458	0.504	-1.7407	0.2445	1.0011	11000	12	69
1713	-0.842	0.5191	-1.8412	0.1703	1.001	27000	13	69
1714	-0.9512	0.5087	-1.9329	0.0647	1.0014	4900	14	69
1715	-1.0158	0.5107	-2.0051	-0.0085	1.001	23000	15	69
1716	-0.5779	0.5117	-1.5779	0.4166	1.0013	5400	16	69
1717	-0.6323	0.5243	-1.6381	0.3899	1.001	27000	17	69
1718	-0.7197	0.5253	-1.7534	0.298	1.0011	18000	18	69
1719	-0.8326	0.5196	-1.8421	0.1871	1.0011	10000	19	69
1720	-0.8879	0.5198	-1.8887	0.1419	1.0016	3000	20	69
1721	-0.5009	0.5126	-1.5271	0.4915	1.0014	4800	21	69
1722	-0.565	0.5264	-1.6015	0.4619	1.0011	11000	22	69
