node             50%	sd	2.5%	97.5%	Rhat	n.eff   scen    NMA		
SMD[14,2]	0.184	0.1143	-0.044	0.4065	1.0011	9900	24	3
SMD[4,3]	-0.0543	0.1789	-0.4003	0.3124	1.001	27000	24	3
SMD[5,3]	0.1007	0.1453	-0.186	0.3894	1.001	22000	24	3
SMD[6,3]	0.6749	0.2936	0.0971	1.2588	1.0009	27000	24	3
SMD[7,3]	-0.2579	0.1366	-0.5256	0.0151	1.001	27000	24	3
SMD[8,3]	0.2264	0.1844	-0.1377	0.5842	1.0009	27000	24	3
SMD[9,3]	-0.0726	0.1379	-0.3428	0.2003	1.001	27000	24	3
SMD[10,3]	-0.1355	0.1205	-0.3701	0.1067	1.001	27000	24	3
SMD[11,3]	-0.1947	0.1366	-0.4641	0.0728	1.001	27000	24	3
SMD[12,3]	-0.0693	0.1427	-0.3468	0.2139	1.001	27000	24	3
SMD[13,3]	0.4132	0.1522	0.1137	0.7137	1.0011	14000	24	3
SMD[14,3]	0.1155	0.1514	-0.1848	0.4151	1.001	27000	24	3
SMD[5,4]	0.1556	0.1532	-0.1507	0.4543	1.001	27000	24	3
SMD[6,4]	0.7293	0.2969	0.1413	1.31	1.0009	27000	24	3
SMD[7,4]	-0.2033	0.1389	-0.4797	0.0643	1.001	27000	24	3
SMD[8,4]	0.2795	0.1872	-0.097	0.6424	1.001	27000	24	3
SMD[9,4]	-0.0175	0.1417	-0.3023	0.2573	1.001	27000	24	3
SMD[10,4]	-0.0817	0.1405	-0.3607	0.1908	1.001	27000	24	3
SMD[11,4]	-0.1405	0.1454	-0.432	0.1394	1.001	27000	24	3
SMD[12,4]	-0.0152	0.1494	-0.3147	0.2755	1.001	27000	24	3
SMD[13,4]	0.4664	0.1572	0.1563	0.774	1.001	27000	24	3
SMD[14,4]	0.1706	0.1578	-0.1456	0.4752	1.0011	17000	24	3
SMD[6,5]	0.5743	0.2811	0.0197	1.1288	1.0009	27000	24	3
SMD[7,5]	-0.3583	0.1082	-0.5713	-0.146	1.0012	9500	24	3
SMD[8,5]	0.123	0.1618	-0.1966	0.4411	1.001	22000	24	3
SMD[9,5]	-0.1739	0.1072	-0.3857	0.0358	1.001	27000	24	3
SMD[10,5]	-0.2367	0.0913	-0.4152	-0.055	1.001	22000	24	3
SMD[11,5]	-0.2954	0.1081	-0.5114	-0.0864	1.0012	9500	24	3
SMD[12,5]	-0.1708	0.1152	-0.3962	0.0565	1.0012	9100	24	3
SMD[13,5]	0.3111	0.1267	0.0615	0.5606	1.0011	11000	24	3
SMD[14,5]	0.0142	0.1263	-0.2364	0.2607	1.0011	9700	24	3
SMD[7,6]	-0.932	0.2754	-1.4732	-0.3957	1.001	27000	24	3
SMD[8,6]	-0.4508	0.3	-1.0452	0.1313	1.001	27000	24	3
SMD[9,6]	-0.7472	0.2748	-1.2922	-0.209	1.0009	27000	24	3
SMD[10,6]	-0.8093	0.2726	-1.3463	-0.2782	1.0009	27000	24	3
SMD[11,6]	-0.8686	0.2746	-1.4112	-0.3319	1.001	27000	24	3
SMD[12,6]	-0.7428	0.277	-1.2923	-0.2033	1.001	27000	24	3
SMD[13,6]	-0.2611	0.2813	-0.8133	0.29	1.001	27000	24	3
SMD[14,6]	-0.5591	0.2814	-1.1139	-0.0112	1.001	27000	24	3
SMD[8,7]	0.4812	0.1515	0.1782	0.7773	1.001	27000	24	3
SMD[9,7]	0.1847	0.0916	0.0037	0.3635	1.0011	9800	24	3
SMD[10,7]	0.1221	0.0814	-0.0368	0.2843	1.001	21000	24	3
SMD[11,7]	0.0615	0.0858	-0.1064	0.2298	1.001	27000	24	3
SMD[12,7]	0.1889	0.0957	-0.0021	0.3739	1.001	27000	24	3
SMD[13,7]	0.6703	0.1118	0.4513	0.8891	1.001	19000	24	3
SMD[14,7]	0.3737	0.1058	0.1616	0.5796	1.0011	9700	24	3
SMD[9,8]	-0.2988	0.1379	-0.5647	-0.024	1.001	27000	24	3
SMD[10,8]	-0.3603	0.1476	-0.6487	-0.0661	1.001	27000	24	3
SMD[11,8]	-0.4201	0.1521	-0.7174	-0.1169	1.001	27000	24	3
SMD[12,8]	-0.2945	0.1541	-0.5946	0.008	1.001	27000	24	3
SMD[13,8]	0.1878	0.1617	-0.1286	0.515	1.0011	14000	24	3
SMD[14,8]	-0.1097	0.1638	-0.4304	0.2121	1.001	27000	24	3
SMD[10,9]	-0.0628	0.0827	-0.2215	0.1022	1.001	27000	24	3
SMD[11,9]	-0.1228	0.0921	-0.3031	0.0585	1.0011	14000	24	3
SMD[12,9]	0.0034	0.0919	-0.1768	0.1845	1.0012	7200	24	3
SMD[13,9]	0.4858	0.1031	0.2863	0.6892	1.0013	5500	24	3
SMD[14,9]	0.1888	0.1126	-0.0344	0.4078	1.001	21000	24	3
SMD[11,10]	-0.0601	0.0818	-0.2243	0.0989	1.001	27000	24	3
SMD[12,10]	0.0662	0.093	-0.1177	0.2463	1.0011	17000	24	3
SMD[13,10]	0.548	0.1063	0.3376	0.7577	1.0011	9700	24	3
SMD[14,10]	0.251	0.1061	0.0385	0.4552	1.0011	16000	24	3
SMD[12,11]	0.1252	0.0941	-0.0571	0.3129	1.001	27000	24	3
SMD[13,11]	0.6083	0.1116	0.389	0.829	1.0011	13000	24	3
SMD[14,11]	0.3111	0.1106	0.0935	0.5282	1.001	21000	24	3
SMD[13,12]	0.482	0.1162	0.2534	0.7112	1.001	27000	24	3
SMD[14,12]	0.1851	0.1173	-0.0482	0.4135	1.0012	8600	24	3
SMD[14,13]	-0.2963	0.1277	-0.5531	-0.0494	1.0014	4800	24	3
SMD[2,1]	-0.3676	0.074	-0.5149	-0.2216	1.001	27000	25	3
SMD[3,1]	-0.3034	0.121	-0.5434	-0.065	1.001	27000	25	3
SMD[4,1]	-0.3582	0.1312	-0.6075	-0.0942	1.0012	8100	25	3
SMD[5,1]	-0.202	0.0887	-0.3754	-0.0277	1.001	27000	25	3
SMD[6,1]	0.3606	0.2672	-0.1612	0.8885	1.0013	5900	25	3
SMD[7,1]	-0.5596	0.0673	-0.6916	-0.426	1.001	24000	25	3
SMD[8,1]	-0.077	0.1378	-0.3506	0.1909	1.001	27000	25	3
SMD[9,1]	-0.3738	0.0681	-0.5082	-0.2402	1.001	27000	25	3
SMD[10,1]	-0.4376	0.0586	-0.5531	-0.3228	1.001	24000	25	3
SMD[11,1]	-0.4957	0.0661	-0.6257	-0.3657	1.001	25000	25	3
SMD[12,1]	-0.3718	0.0751	-0.5202	-0.2248	1.001	26000	25	3
SMD[13,1]	0.112	0.0896	-0.0653	0.2869	1.001	27000	25	3
SMD[14,1]	-0.1867	0.0896	-0.3652	-0.0111	1.001	27000	25	3
SMD[3,2]	0.0634	0.14	-0.2118	0.3431	1.001	27000	25	3
SMD[4,2]	0.0098	0.1479	-0.2743	0.3045	1.0012	8500	25	3
SMD[5,2]	0.1659	0.1138	-0.0588	0.3885	1.001	27000	25	3
SMD[6,2]	0.7284	0.2777	0.1847	1.2787	1.0012	7600	25	3
SMD[7,2]	-0.1909	0.0884	-0.3638	-0.0151	1.001	27000	25	3
SMD[8,2]	0.2914	0.1545	-0.0145	0.5898	1.001	27000	25	3
SMD[9,2]	-0.0058	0.0949	-0.1932	0.1818	1.001	27000	25	3
SMD[10,2]	-0.0705	0.092	-0.2503	0.1112	1.001	27000	25	3
SMD[11,2]	-0.1281	0.0973	-0.322	0.0644	1.001	27000	25	3
SMD[12,2]	-0.003	0.1029	-0.2072	0.1967	1.001	27000	25	3
SMD[13,2]	0.4803	0.115	0.2522	0.7031	1.001	25000	25	3
SMD[14,2]	0.181	0.1149	-0.0459	0.406	1.001	27000	25	3
SMD[4,3]	-0.0556	0.1769	-0.3961	0.3002	1.0011	17000	25	3
SMD[5,3]	0.1005	0.1438	-0.1837	0.3892	1.001	26000	25	3
SMD[6,3]	0.6665	0.2929	0.0862	1.2462	1.0013	5700	25	3
SMD[7,3]	-0.2556	0.1355	-0.526	0.0111	1.001	27000	25	3
SMD[8,3]	0.2261	0.1822	-0.1373	0.5801	1.001	27000	25	3
SMD[9,3]	-0.0693	0.136	-0.3396	0.1966	1.001	27000	25	3
SMD[10,3]	-0.1351	0.1193	-0.3668	0.1034	1.001	27000	25	3
SMD[11,3]	-0.1923	0.135	-0.4567	0.0747	1.001	27000	25	3
SMD[12,3]	-0.0697	0.141	-0.3491	0.2084	1.001	27000	25	3
SMD[13,3]	0.415	0.1492	0.1204	0.7084	1.001	27000	25	3
SMD[14,3]	0.116	0.1501	-0.179	0.4118	1.001	27000	25	3
SMD[5,4]	0.1563	0.1519	-0.1471	0.4474	1.0011	12000	25	3
SMD[6,4]	0.7185	0.2969	0.1351	1.2989	1.0013	5000	25	3
SMD[7,4]	-0.2009	0.1391	-0.4781	0.0658	1.0011	11000	25	3
SMD[8,4]	0.282	0.1882	-0.0979	0.6435	1.001	20000	25	3
SMD[9,4]	-0.0149	0.1404	-0.2957	0.2563	1.0011	14000	25	3
SMD[10,4]	-0.0787	0.1404	-0.358	0.192	1.0011	15000	25	3
SMD[11,4]	-0.1378	0.1449	-0.425	0.1395	1.0013	6400	25	3
SMD[12,4]	-0.0144	0.1487	-0.3117	0.2734	1.001	22000	25	3
SMD[13,4]	0.469	0.1572	0.1567	0.7712	1.001	26000	25	3
SMD[14,4]	0.1719	0.1578	-0.146	0.4732	1.0011	14000	25	3
SMD[6,5]	0.5639	0.2808	0.0109	1.1208	1.0012	8300	25	3
SMD[7,5]	-0.3583	0.1074	-0.5687	-0.1444	1.0009	27000	25	3
SMD[8,5]	0.1247	0.1624	-0.1932	0.4402	1.0009	27000	25	3
SMD[9,5]	-0.1712	0.1065	-0.383	0.0365	1.001	27000	25	3
SMD[10,5]	-0.2362	0.0907	-0.4156	-0.056	1.001	27000	25	3
SMD[11,5]	-0.294	0.1085	-0.5074	-0.0814	1.0011	16000	25	3
SMD[12,5]	-0.1702	0.1146	-0.4002	0.0524	1.001	27000	25	3
SMD[13,5]	0.3141	0.1252	0.0663	0.5604	1.001	27000	25	3
SMD[14,5]	0.0151	0.1257	-0.235	0.2616	1.0009	27000	25	3
SMD[7,6]	-0.9216	0.2748	-1.4681	-0.3819	1.0012	7400	25	3
SMD[8,6]	-0.438	0.3012	-1.0383	0.157	1.0012	9100	25	3
SMD[9,6]	-0.7347	0.2757	-1.281	-0.1928	1.0013	6400	25	3
SMD[10,6]	-0.7976	0.273	-1.3331	-0.2647	1.0013	6400	25	3
SMD[11,6]	-0.8565	0.2756	-1.4019	-0.3159	1.0013	5900	25	3
SMD[12,6]	-0.732	0.2768	-1.2832	-0.1937	1.0013	6000	25	3
SMD[13,6]	-0.248	0.2818	-0.8099	0.2979	1.0013	5600	25	3
SMD[14,6]	-0.5467	0.2825	-1.1106	0.0087	1.0012	7800	25	3
SMD[8,7]	0.483	0.1521	0.177	0.7798	1.0009	27000	25	3
SMD[9,7]	0.1851	0.0909	0.0071	0.3641	1.001	27000	25	3
SMD[10,7]	0.1214	0.0807	-0.0348	0.2798	1.001	27000	25	3
SMD[11,7]	0.0644	0.0856	-0.1045	0.2329	1.0011	11000	25	3
SMD[12,7]	0.1877	0.0951	4e-04	0.3745	1.001	27000	25	3
SMD[13,7]	0.6713	0.1109	0.4525	0.8879	1.001	27000	25	3
SMD[14,7]	0.3725	0.1066	0.1611	0.581	1.0009	27000	25	3
SMD[9,8]	-0.2966	0.1387	-0.5654	-0.0245	1.001	27000	25	3
SMD[10,8]	-0.3618	0.1482	-0.6471	-0.0632	1.0009	27000	25	3
SMD[11,8]	-0.4201	0.1515	-0.714	-0.1178	1.001	27000	25	3
SMD[12,8]	-0.2947	0.1539	-0.5964	0.0064	1.001	27000	25	3
SMD[13,8]	0.189	0.1618	-0.1245	0.5122	1.001	27000	25	3
SMD[14,8]	-0.1105	0.1635	-0.4279	0.2147	1.0009	27000	25	3
SMD[10,9]	-0.0639	0.0827	-0.2259	0.1001	1.0009	27000	25	3
SMD[11,9]	-0.1216	0.0917	-0.3049	0.0578	1.0011	16000	25	3
SMD[12,9]	0.0021	0.0909	-0.1771	0.1794	1.0009	27000	25	3
SMD[13,9]	0.485	0.1025	0.287	0.6883	1.001	27000	25	3
SMD[14,9]	0.1871	0.1113	-0.0339	0.405	1.001	27000	25	3
SMD[11,10]	-0.0575	0.0822	-0.2224	0.1011	1.0011	11000	25	3
SMD[12,10]	0.0659	0.0928	-0.1192	0.2458	1.001	27000	25	3
SMD[13,10]	0.5497	0.1057	0.3419	0.756	1.001	27000	25	3
SMD[14,10]	0.251	0.1062	0.0372	0.4572	1.001	27000	25	3
SMD[12,11]	0.1244	0.0938	-0.0613	0.3081	1.0011	12000	25	3
SMD[13,11]	0.6071	0.1105	0.3911	0.8246	1.001	19000	25	3
SMD[14,11]	0.3097	0.1103	0.0923	0.5273	1.001	19000	25	3
SMD[13,12]	0.4831	0.1149	0.2584	0.7117	1.0009	27000	25	3
SMD[14,12]	0.1846	0.1157	-0.0427	0.4122	1.001	27000	25	3
SMD[14,13]	-0.2991	0.1265	-0.5482	-0.0516	1.001	27000	25	3
SMD[2,1]	0.232	0.1314	-0.006	0.5147	1.0012	7800	1	4
SMD[3,1]	0.3659	0.1406	0.0868	0.64	1.0011	18000	1	4
SMD[3,2]	0.1377	0.1621	-0.2167	0.4216	1.001	27000	1	4
SMD[2,1]	0.2106	0.1329	-0.0384	0.4927	1.0011	17000	2	4
SMD[3,1]	0.3382	0.142	0.0493	0.6124	1.0011	18000	2	4
SMD[3,2]	0.1308	0.1644	-0.2321	0.4296	1.001	27000	2	4
SMD[2,1]	0.1853	0.1361	-0.0746	0.4596	1.0014	4400	3	4
SMD[3,1]	0.3094	0.1456	0.0067	0.5864	1.0013	6400	3	4
SMD[3,2]	0.1253	0.1705	-0.2436	0.439	1.001	23000	3	4
SMD[2,1]	0.1576	0.14	-0.1289	0.4387	1.001	27000	4	4
SMD[3,1]	0.2745	0.1507	-0.0486	0.5591	1.001	20000	4	4
SMD[3,2]	0.1169	0.1777	-0.2631	0.4625	1.001	27000	4	4
SMD[2,1]	0.1321	0.1485	-0.1839	0.4188	1.0013	5800	5	4
SMD[3,1]	0.2465	0.1607	-0.0954	0.5522	1.0013	5000	5	4
SMD[3,2]	0.1141	0.1865	-0.2691	0.4832	1.001	27000	5	4
SMD[2,1]	0.2551	0.1409	0.0155	0.5765	1.0009	27000	6	4
SMD[3,1]	0.4001	0.1463	0.0962	0.6857	1.0009	27000	6	4
SMD[3,2]	0.1476	0.1703	-0.258	0.4322	1.0009	27000	6	4
SMD[2,1]	0.2384	0.1409	-0.0039	0.554	1.001	27000	7	4
SMD[3,1]	0.3707	0.1465	0.0721	0.6647	1.001	27000	7	4
SMD[3,2]	0.1353	0.1724	-0.2575	0.4361	1.001	27000	7	4
SMD[2,1]	0.2135	0.1407	-0.0393	0.5213	1.0011	15000	8	4
SMD[3,1]	0.3385	0.149	0.0298	0.6309	1.0011	13000	8	4
SMD[3,2]	0.1304	0.1763	-0.2709	0.4408	1.0009	27000	8	4
SMD[2,1]	0.1892	0.1421	-0.0725	0.4914	1.0011	13000	9	4
SMD[3,1]	0.3078	0.149	-0.0036	0.5966	1.0012	7000	9	4
SMD[3,2]	0.1215	0.1763	-0.2679	0.4385	1.0015	3700	9	4
SMD[2,1]	0.1628	0.1442	-0.117	0.4596	1.0016	3100	10	4
SMD[3,1]	0.2816	0.1512	-0.0381	0.5707	1.0013	5100	10	4
SMD[3,2]	0.1207	0.1782	-0.2627	0.4479	1.0012	6900	10	4
SMD[2,1]	0.2997	0.1642	0.0465	0.6932	1.0012	7300	11	4
SMD[3,1]	0.4331	0.1622	0.1084	0.769	1.0013	5400	11	4
SMD[3,2]	0.1406	0.1976	-0.3419	0.4513	1.001	27000	11	4
SMD[2,1]	0.2726	0.1558	0.0098	0.6294	1.0014	4000	12	4
SMD[3,1]	0.3999	0.1575	0.0824	0.7203	1.0012	7600	12	4
SMD[3,2]	0.1314	0.1909	-0.3124	0.4532	1.0014	4100	12	4
SMD[2,1]	0.2467	0.1531	-0.0132	0.5929	1.0011	13000	13	4
SMD[3,1]	0.3689	0.1586	0.0547	0.685	1.0012	9500	13	4
SMD[3,2]	0.1261	0.1907	-0.3104	0.4523	1.001	27000	13	4
SMD[2,1]	0.2207	0.1495	-0.0412	0.5508	1.0013	6500	14	4
SMD[3,1]	0.3389	0.1577	0.0177	0.6548	1.0011	15000	14	4
SMD[3,2]	0.1214	0.1885	-0.2992	0.4565	1.001	27000	14	4
SMD[2,1]	0.1943	0.1467	-0.0643	0.5191	1.001	26000	15	4
SMD[3,1]	0.3115	0.1542	-0.0075	0.6152	1.0014	4000	15	4
SMD[3,2]	0.121	0.1821	-0.2892	0.4456	1.0012	7300	15	4
SMD[2,1]	0.3485	0.1835	0.0751	0.7991	1.0014	4500	16	4
SMD[3,1]	0.4671	0.1814	0.1204	0.8515	1.001	27000	16	4
SMD[3,2]	0.1271	0.2234	-0.402	0.4797	1.0013	5100	16	4
SMD[2,1]	0.3178	0.1728	0.0506	0.7234	1.0026	1200	17	4
SMD[3,1]	0.4356	0.1707	0.097	0.7949	1.0011	11000	17	4
SMD[3,2]	0.1237	0.2109	-0.3705	0.4706	1.0015	3400	17	4
SMD[2,1]	0.2945	0.1656	0.0186	0.6662	1.002	1900	18	4
SMD[3,1]	0.4012	0.1708	0.0653	0.7495	1.0011	16000	18	4
SMD[3,2]	0.113	0.2059	-0.3514	0.4699	1.0013	6300	18	4
SMD[2,1]	0.2565	0.1614	-0.014	0.6198	1.0013	5100	19	4
SMD[3,1]	0.37	0.1638	0.0515	0.7041	1.0009	27000	19	4
SMD[3,2]	0.1183	0.1988	-0.3288	0.4603	1.0012	8500	19	4
SMD[2,1]	0.2232	0.1517	-0.0436	0.5618	1.001	21000	20	4
SMD[3,1]	0.343	0.1576	0.0295	0.6667	1.001	27000	20	4
SMD[3,2]	0.1241	0.1885	-0.2948	0.4565	1.001	24000	20	4
SMD[2,1]	0.4338	0.2185	0.1087	0.9577	1.0013	5600	21	4
SMD[3,1]	0.5076	0.2123	0.0997	0.9584	1.001	22000	21	4
SMD[3,2]	0.0846	0.2669	-0.5488	0.51	1.0011	16000	21	4
SMD[2,1]	0.3845	0.1955	0.0779	0.8396	1.0012	6600	22	4
SMD[3,1]	0.4656	0.1979	0.0912	0.8903	1.001	27000	22	4
SMD[3,2]	0.0896	0.2423	-0.4598	0.4954	1.0012	7000	22	4
SMD[2,1]	0.3461	0.184	0.0475	0.7715	1.0019	2000	23	4
SMD[3,1]	0.4361	0.1855	0.0788	0.8195	1.0014	4300	23	4
SMD[3,2]	0.0965	0.2284	-0.4255	0.486	1.0013	5100	23	4
SMD[2,1]	0.3022	0.1731	0.0206	0.6972	1.0011	9800	24	4
SMD[3,1]	0.4049	0.1751	0.0627	0.7709	1.0012	7300	24	4
SMD[3,2]	0.1079	0.2144	-0.3774	0.4719	1.001	27000	24	4
SMD[2,1]	0.265	0.1654	-0.0067	0.6394	1.001	27000	25	4
SMD[3,1]	0.3741	0.1674	0.0461	0.7193	1.001	27000	25	4
SMD[3,2]	0.1136	0.2046	-0.3498	0.4614	1.001	21000	25	4
SMD[2,1]	0.1867	0.1642	-0.1111	0.5349	1.0031	920	1	5
SMD[3,1]	-0.0779	0.1455	-0.3616	0.2048	1.0037	730	1	5
SMD[3,2]	-0.2604	0.1763	-0.6489	0.0515	1.0011	13000	1	5
SMD[2,1]	0.1518	0.1661	-0.1538	0.5032	1.0022	1500	2	5
SMD[3,1]	-0.1185	0.1452	-0.4119	0.159	1.0015	3500	2	5
SMD[3,2]	-0.2704	0.1803	-0.6639	0.0512	1.002	2000	2	5
SMD[2,1]	0.1189	0.1664	-0.1914	0.4689	1.0033	840	3	5
SMD[3,1]	-0.1549	0.1529	-0.4825	0.1248	1.0014	4200	3	5
SMD[3,2]	-0.2737	0.1828	-0.6836	0.0483	1.0017	2700	3	5
SMD[2,1]	0.078	0.1713	-0.2445	0.4433	1.0019	2200	4	5
SMD[3,1]	-0.2005	0.1606	-0.5498	0.0871	1.002	2000	4	5
SMD[3,2]	-0.2799	0.1967	-0.7295	0.0614	1.0024	1300	4	5
SMD[2,1]	0.0442	0.1782	-0.2937	0.41	1.0011	12000	5	5
SMD[3,1]	-0.2478	0.1752	-0.6501	0.0496	1.001	20000	5	5
SMD[3,2]	-0.2907	0.2052	-0.7617	0.0527	1.0012	7600	5	5
SMD[2,1]	0.2399	0.1746	-0.0629	0.6299	1.0012	8200	6	5
SMD[3,1]	-0.0269	0.148	-0.3191	0.2637	1.0011	19000	6	5
SMD[3,2]	-0.2663	0.1851	-0.6889	0.0508	1.0013	5800	6	5
SMD[2,1]	0.2011	0.17	-0.0977	0.5773	1.001	27000	7	5
SMD[3,1]	-0.0707	0.1502	-0.3791	0.2213	1.0021	1800	7	5
SMD[3,2]	-0.2683	0.186	-0.6951	0.048	1.002	1800	7	5
SMD[2,1]	0.1641	0.1719	-0.1453	0.5403	1.001	27000	8	5
SMD[3,1]	-0.1061	0.1528	-0.4281	0.1793	1.0015	3900	8	5
SMD[3,2]	-0.27	0.1939	-0.7185	0.0564	1.0013	6100	8	5
SMD[2,1]	0.1349	0.1752	-0.1826	0.5164	1.0019	2100	9	5
SMD[3,1]	-0.1394	0.1617	-0.4861	0.155	1.001	27000	9	5
SMD[3,2]	-0.269	0.2021	-0.7538	0.0586	1.0015	3300	9	5
SMD[2,1]	0.0976	0.1825	-0.2377	0.4925	1.0013	6300	10	5
SMD[3,1]	-0.2032	0.1764	-0.6011	0.1031	1.0011	13000	10	5
SMD[3,2]	-0.2953	0.2157	-0.8187	0.0474	1.0016	3100	10	5
SMD[2,1]	0.2866	0.1894	-0.0222	0.7299	1.001	27000	11	5
SMD[3,1]	0.0138	0.1547	-0.2965	0.3208	1.0011	11000	11	5
SMD[3,2]	-0.2707	0.2031	-0.7603	0.0564	1.001	27000	11	5
SMD[2,1]	0.2633	0.187	-0.0479	0.685	1.0026	1200	12	5
SMD[3,1]	-0.0164	0.156	-0.3313	0.2812	1.001	25000	12	5
SMD[3,2]	-0.2778	0.2044	-0.7595	0.057	1.002	1900	12	5
SMD[2,1]	0.2307	0.1834	-0.0854	0.6436	1.0016	3100	13	5
SMD[3,1]	-0.0558	0.1592	-0.3938	0.2426	1.0025	1200	13	5
SMD[3,2]	-0.2856	0.2046	-0.7697	0.0461	1.0011	10000	13	5
SMD[2,1]	0.1935	0.1851	-0.1224	0.6062	1.0019	2100	14	5
SMD[3,1]	-0.1032	0.1644	-0.4518	0.2067	1.002	1800	14	5
SMD[3,2]	-0.2937	0.2122	-0.7859	0.0582	1.0016	3100	14	5
SMD[2,1]	0.1721	0.1876	-0.1663	0.5798	1.0017	2600	15	5
SMD[3,1]	-0.1402	0.1767	-0.5268	0.1708	1.0012	8500	15	5
SMD[3,2]	-0.3127	0.2202	-0.8233	0.047	1.0016	3100	15	5
SMD[2,1]	0.3748	0.2061	0.0349	0.8432	1.0019	2000	16	5
SMD[3,1]	0.0687	0.1633	-0.248	0.3965	1.0013	5600	16	5
SMD[3,2]	-0.3006	0.2166	-0.8156	0.0497	1.0012	7500	16	5
SMD[2,1]	0.3473	0.1961	0.0101	0.7873	1.0025	1200	17	5
SMD[3,1]	0.0318	0.1639	-0.2991	0.3465	1.0011	18000	17	5
SMD[3,2]	-0.315	0.2148	-0.8052	0.0386	1.0027	1100	17	5
SMD[2,1]	0.3051	0.1851	-0.0215	0.7122	1.0012	8000	18	5
SMD[3,1]	-0.0068	0.1636	-0.3387	0.3041	1.0012	8900	18	5
SMD[3,2]	-0.3095	0.2117	-0.7956	0.0502	1.0016	3100	18	5
SMD[2,1]	0.2767	0.1852	-0.0558	0.6756	1.0014	4900	19	5
SMD[3,1]	-0.0459	0.1637	-0.394	0.2603	1.0011	18000	19	5
SMD[3,2]	-0.319	0.2095	-0.8013	0.0328	1.0011	18000	19	5
SMD[2,1]	0.2312	0.182	-0.1011	0.6276	1.0011	11000	20	5
SMD[3,1]	-0.0966	0.1701	-0.4602	0.219	1.0011	15000	20	5
SMD[3,2]	-0.3219	0.2112	-0.8112	0.0285	1.0011	12000	20	5
SMD[2,1]	0.4646	0.208	0.1142	0.9379	1.002	2000	21	5
SMD[3,1]	0.1174	0.171	-0.2142	0.4712	1.0011	14000	21	5
SMD[3,2]	-0.3468	0.2205	-0.8412	0.0267	1.0015	3700	21	5
SMD[2,1]	0.4122	0.1987	0.0737	0.8626	1.0015	3700	22	5
SMD[3,1]	0.0739	0.1652	-0.2494	0.4037	1.0014	4500	22	5
SMD[3,2]	-0.3359	0.2137	-0.8228	0.0191	1.001	27000	22	5
SMD[2,1]	0.3624	0.1916	0.0363	0.7912	1.0011	12000	23	5
SMD[3,1]	0.0301	0.1668	-0.2992	0.3605	1.0016	3300	23	5
SMD[3,2]	-0.3284	0.212	-0.8092	0.0339	1.001	22000	23	5
SMD[2,1]	0.3175	0.1815	-0.0057	0.7132	1.0015	3900	24	5
SMD[3,1]	-0.0144	0.1655	-0.3559	0.3035	1.0017	2600	24	5
SMD[3,2]	-0.3295	0.2056	-0.7881	0.0218	1.0016	3200	24	5
SMD[2,1]	0.2731	0.1754	-0.0366	0.6556	1.0013	6000	25	5
SMD[3,1]	-0.06	0.1657	-0.4014	0.2569	1.0023	1400	25	5
SMD[3,2]	-0.3326	0.2022	-0.7863	0.0131	1.0015	3500	25	5
