node             50%	sd	2.5%	97.5%	Rhat	n.eff   scen    NMA		
SMD[7,5]	-0.362	0.0991	-0.5583	-0.1697	1.0014	4200	9	3
SMD[8,5]	0.1362	0.1508	-0.158	0.4327	1.001	27000	9	3
SMD[9,5]	-0.1687	0.0997	-0.3662	0.0274	1.001	20000	9	3
SMD[10,5]	-0.2349	0.0835	-0.4009	-0.0698	1.0011	16000	9	3
SMD[11,5]	-0.3071	0.0996	-0.5053	-0.1106	1.0012	8100	9	3
SMD[12,5]	-0.1661	0.1061	-0.3806	0.0407	1.0013	6500	9	3
SMD[13,5]	0.2667	0.1161	0.0369	0.4945	1.0011	17000	9	3
SMD[14,5]	-0.0106	0.1159	-0.2425	0.2129	1.0012	9100	9	3
SMD[7,6]	-0.8527	0.2604	-1.3687	-0.3415	1.001	27000	9	3
SMD[8,6]	-0.3518	0.2828	-0.9065	0.1978	1.001	23000	9	3
SMD[9,6]	-0.6604	0.2602	-1.17	-0.1492	1.001	26000	9	3
SMD[10,6]	-0.7255	0.2584	-1.2348	-0.2173	1.001	23000	9	3
SMD[11,6]	-0.7983	0.2598	-1.308	-0.2859	1.001	25000	9	3
SMD[12,6]	-0.6578	0.2617	-1.1723	-0.144	1.001	27000	9	3
SMD[13,6]	-0.2223	0.266	-0.7451	0.3003	1.001	27000	9	3
SMD[14,6]	-0.5016	0.2654	-1.0305	0.0132	1.001	27000	9	3
SMD[8,7]	0.4999	0.1401	0.2221	0.7756	1.0011	14000	9	3
SMD[9,7]	0.1937	0.084	0.0312	0.3602	1.0013	6300	9	3
SMD[10,7]	0.1266	0.0742	-0.0168	0.2758	1.0012	6600	9	3
SMD[11,7]	0.055	0.0789	-0.0992	0.2105	1.001	27000	9	3
SMD[12,7]	0.1966	0.0875	0.0222	0.3656	1.0011	11000	9	3
SMD[13,7]	0.6291	0.1035	0.4264	0.8337	1.001	23000	9	3
SMD[14,7]	0.3509	0.0967	0.16	0.5404	1.001	27000	9	3
SMD[9,8]	-0.3052	0.1288	-0.5587	-0.0525	1.001	27000	9	3
SMD[10,8]	-0.3724	0.137	-0.6383	-0.098	1.001	27000	9	3
SMD[11,8]	-0.4446	0.1399	-0.718	-0.1666	1.001	27000	9	3
SMD[12,8]	-0.3047	0.143	-0.5841	-0.0183	1.001	26000	9	3
SMD[13,8]	0.1299	0.1492	-0.1652	0.4245	1.001	27000	9	3
SMD[14,8]	-0.1491	0.1517	-0.445	0.1495	1.001	27000	9	3
SMD[10,9]	-0.0667	0.0768	-0.216	0.0857	1.001	27000	9	3
SMD[11,9]	-0.1393	0.0847	-0.3062	0.028	1.0011	13000	9	3
SMD[12,9]	0.0017	0.0841	-0.1641	0.167	1.0011	18000	9	3
SMD[13,9]	0.4353	0.0954	0.2473	0.6227	1.001	27000	9	3
SMD[14,9]	0.1578	0.1029	-0.0463	0.3592	1.001	19000	9	3
SMD[11,10]	-0.0724	0.0755	-0.2242	0.0741	1.001	20000	9	3
SMD[12,10]	0.0683	0.0858	-0.1054	0.2342	1.0011	14000	9	3
SMD[13,10]	0.5018	0.0987	0.3057	0.6933	1.001	27000	9	3
SMD[14,10]	0.2239	0.0982	0.027	0.4138	1.001	27000	9	3
SMD[12,11]	0.1408	0.0862	-0.0305	0.3109	1.0011	13000	9	3
SMD[13,11]	0.5746	0.1029	0.3715	0.7759	1.001	27000	9	3
SMD[14,11]	0.296	0.1018	0.0943	0.4944	1.0009	27000	9	3
SMD[13,12]	0.4338	0.1067	0.2248	0.644	1.001	27000	9	3
SMD[14,12]	0.1555	0.1072	-0.0542	0.367	1.001	27000	9	3
SMD[14,13]	-0.2778	0.1179	-0.5139	-0.0466	1.001	27000	9	3
SMD[2,1]	-0.3932	0.0664	-0.5245	-0.2618	1.001	27000	10	3
SMD[3,1]	-0.3114	0.1096	-0.5283	-0.0979	1.001	27000	10	3
SMD[4,1]	-0.3778	0.1224	-0.6135	-0.1307	1.0009	27000	10	3
SMD[5,1]	-0.2173	0.0807	-0.3747	-0.0573	1.0011	17000	10	3
SMD[6,1]	0.2592	0.2531	-0.2395	0.7573	1.001	20000	10	3
SMD[7,1]	-0.5799	0.0621	-0.7031	-0.4572	1.001	20000	10	3
SMD[8,1]	-0.078	0.1285	-0.3348	0.1699	1.0009	27000	10	3
SMD[9,1]	-0.3839	0.0634	-0.5098	-0.2603	1.001	27000	10	3
SMD[10,1]	-0.4528	0.0535	-0.5548	-0.3446	1.0012	9600	10	3
SMD[11,1]	-0.5256	0.0605	-0.6433	-0.4057	1.0011	17000	10	3
SMD[12,1]	-0.3841	0.0688	-0.5193	-0.2488	1.001	26000	10	3
SMD[13,1]	0.0513	0.0834	-0.1124	0.2138	1.0011	16000	10	3
SMD[14,1]	-0.2289	0.082	-0.3918	-0.0694	1.001	27000	10	3
SMD[3,2]	0.0818	0.1276	-0.1723	0.3318	1.001	27000	10	3
SMD[4,2]	0.0148	0.1364	-0.2468	0.291	1.0009	27000	10	3
SMD[5,2]	0.1757	0.1037	-0.0277	0.3802	1.001	25000	10	3
SMD[6,2]	0.6522	0.2615	0.1334	1.1603	1.001	25000	10	3
SMD[7,2]	-0.1872	0.0796	-0.3424	-0.0312	1.001	27000	10	3
SMD[8,2]	0.3147	0.1431	0.0307	0.5897	1.001	27000	10	3
SMD[9,2]	0.0088	0.087	-0.1641	0.1803	1.001	27000	10	3
SMD[10,2]	-0.0596	0.0832	-0.2207	0.1068	1.0011	15000	10	3
SMD[11,2]	-0.1324	0.0878	-0.3051	0.0408	1.001	27000	10	3
SMD[12,2]	0.0092	0.0941	-0.1772	0.1944	1.001	27000	10	3
SMD[13,2]	0.4444	0.1058	0.2361	0.6526	1.001	20000	10	3
SMD[14,2]	0.1638	0.1038	-0.0429	0.3657	1.001	27000	10	3
SMD[4,3]	-0.0661	0.1635	-0.3776	0.2631	1.001	27000	10	3
SMD[5,3]	0.0948	0.131	-0.1607	0.3538	1.001	22000	10	3
SMD[6,3]	0.5712	0.2759	0.0279	1.1143	1.0011	14000	10	3
SMD[7,3]	-0.2678	0.1235	-0.5103	-0.0216	1.001	23000	10	3
SMD[8,3]	0.2335	0.1677	-0.0978	0.5577	1.001	27000	10	3
SMD[9,3]	-0.0727	0.1246	-0.3169	0.1748	1.001	27000	10	3
SMD[10,3]	-0.1405	0.1078	-0.3496	0.075	1.001	27000	10	3
SMD[11,3]	-0.2124	0.1233	-0.4571	0.0319	1.001	20000	10	3
SMD[12,3]	-0.0728	0.1287	-0.3232	0.182	1.0011	18000	10	3
SMD[13,3]	0.3643	0.1373	0.0928	0.6352	1.001	27000	10	3
SMD[14,3]	0.0819	0.1371	-0.189	0.3548	1.001	27000	10	3
SMD[5,4]	0.1597	0.1414	-0.1198	0.4344	1.001	27000	10	3
SMD[6,4]	0.6363	0.2808	0.0804	1.1824	1.001	27000	10	3
SMD[7,4]	-0.2032	0.13	-0.4644	0.0492	1.001	27000	10	3
SMD[8,4]	0.2996	0.1757	-0.0549	0.6338	1.0009	27000	10	3
SMD[9,4]	-0.0067	0.1323	-0.2752	0.2468	1.001	27000	10	3
SMD[10,4]	-0.0752	0.1304	-0.3359	0.1775	1.001	27000	10	3
SMD[11,4]	-0.1488	0.1344	-0.4183	0.1115	1.001	27000	10	3
SMD[12,4]	-0.0068	0.1385	-0.2865	0.2592	1.001	27000	10	3
SMD[13,4]	0.4286	0.1464	0.1339	0.7113	1.001	27000	10	3
SMD[14,4]	0.1495	0.1466	-0.1492	0.4299	1.0009	27000	10	3
SMD[6,5]	0.4755	0.2656	-0.0462	0.9965	1.001	24000	10	3
SMD[7,5]	-0.3623	0.0985	-0.5578	-0.1718	1.001	27000	10	3
SMD[8,5]	0.1388	0.1501	-0.1576	0.4258	1.001	27000	10	3
SMD[9,5]	-0.1682	0.0989	-0.3629	0.027	1.001	27000	10	3
SMD[10,5]	-0.2357	0.0828	-0.3968	-0.0721	1.001	22000	10	3
SMD[11,5]	-0.3086	0.0988	-0.5028	-0.1136	1.001	27000	10	3
SMD[12,5]	-0.1675	0.1046	-0.3762	0.0372	1.001	23000	10	3
SMD[13,5]	0.2676	0.1155	0.0396	0.4924	1.001	27000	10	3
SMD[14,5]	-0.0128	0.1145	-0.2402	0.2107	1.001	27000	10	3
SMD[7,6]	-0.8395	0.2602	-1.3481	-0.3289	1.001	26000	10	3
SMD[8,6]	-0.3376	0.2847	-0.9012	0.2157	1.001	22000	10	3
SMD[9,6]	-0.6438	0.2608	-1.1617	-0.1302	1.001	19000	10	3
SMD[10,6]	-0.7109	0.2583	-1.2175	-0.201	1.0011	14000	10	3
SMD[11,6]	-0.7858	0.2594	-1.289	-0.2753	1.001	27000	10	3
SMD[12,6]	-0.6429	0.262	-1.1641	-0.1279	1.001	27000	10	3
SMD[13,6]	-0.2071	0.2672	-0.7375	0.3167	1.0011	19000	10	3
SMD[14,6]	-0.4886	0.2657	-1.011	0.0329	1.001	27000	10	3
SMD[8,7]	0.5008	0.1413	0.2195	0.7748	1.001	27000	10	3
SMD[9,7]	0.1961	0.0847	0.0298	0.359	1.001	27000	10	3
SMD[10,7]	0.1272	0.0745	-0.0168	0.2786	1.0011	17000	10	3
SMD[11,7]	0.0548	0.0781	-0.0997	0.2067	1.0009	27000	10	3
SMD[12,7]	0.1959	0.0875	0.0242	0.3687	1.001	27000	10	3
SMD[13,7]	0.6311	0.1033	0.4255	0.8338	1.001	27000	10	3
SMD[14,7]	0.3502	0.0965	0.1584	0.5402	1.001	27000	10	3
SMD[9,8]	-0.305	0.1297	-0.5584	-0.0493	1.0009	27000	10	3
SMD[10,8]	-0.374	0.1373	-0.6382	-0.0977	1.001	27000	10	3
SMD[11,8]	-0.4473	0.1412	-0.718	-0.1643	1.001	27000	10	3
SMD[12,8]	-0.3051	0.1428	-0.5805	-0.0214	1.001	27000	10	3
SMD[13,8]	0.1298	0.1506	-0.1607	0.4264	1.001	27000	10	3
SMD[14,8]	-0.1495	0.1528	-0.4468	0.1505	1.001	27000	10	3
SMD[10,9]	-0.0679	0.0764	-0.216	0.0847	1.001	27000	10	3
SMD[11,9]	-0.1408	0.0842	-0.3047	0.0263	1.001	27000	10	3
SMD[12,9]	4e-04	0.0844	-0.1659	0.1668	1.001	21000	10	3
SMD[13,9]	0.435	0.0954	0.2488	0.6236	1.001	27000	10	3
SMD[14,9]	0.155	0.1035	-0.0512	0.3577	1.001	27000	10	3
SMD[11,10]	-0.0732	0.0752	-0.2229	0.0743	1.0011	13000	10	3
SMD[12,10]	0.0685	0.0847	-0.0987	0.2329	1.0012	8700	10	3
SMD[13,10]	0.5036	0.0981	0.3075	0.6931	1.001	27000	10	3
SMD[14,10]	0.2234	0.0975	0.0301	0.4103	1.001	27000	10	3
SMD[12,11]	0.1411	0.0852	-0.0263	0.3084	1.001	27000	10	3
SMD[13,11]	0.5772	0.1023	0.3749	0.7767	1.001	27000	10	3
SMD[14,11]	0.2964	0.1006	0.0949	0.4926	1.001	27000	10	3
SMD[13,12]	0.4354	0.1057	0.2282	0.6407	1.001	25000	10	3
SMD[14,12]	0.1552	0.1066	-0.0586	0.3646	1.001	27000	10	3
SMD[14,13]	-0.2808	0.1167	-0.51	-0.05	1.001	27000	10	3
SMD[2,1]	-0.3735	0.0687	-0.51	-0.2376	1.0011	14000	11	3
SMD[3,1]	-0.2945	0.1151	-0.5199	-0.0669	1.001	27000	11	3
SMD[4,1]	-0.358	0.1268	-0.6039	-0.104	1.0011	14000	11	3
SMD[5,1]	-0.1971	0.0846	-0.3631	-0.0286	1.0011	13000	11	3
SMD[6,1]	0.3607	0.2588	-0.1427	0.8744	1.0012	7200	11	3
SMD[7,1]	-0.5606	0.0641	-0.6874	-0.4345	1.001	19000	11	3
SMD[8,1]	-0.0697	0.1316	-0.3303	0.188	1.001	27000	11	3
SMD[9,1]	-0.3714	0.0649	-0.5004	-0.2463	1.0012	8800	11	3
SMD[10,1]	-0.4332	0.0555	-0.5414	-0.3213	1.001	27000	11	3
SMD[11,1]	-0.5023	0.0629	-0.6264	-0.3768	1.001	27000	11	3
SMD[12,1]	-0.3649	0.0718	-0.5087	-0.2264	1.0011	10000	11	3
SMD[13,1]	0.0799	0.0861	-0.0901	0.2476	1.0011	14000	11	3
SMD[14,1]	-0.1967	0.0856	-0.3672	-0.0299	1.0012	8100	11	3
SMD[3,2]	0.0792	0.1329	-0.1811	0.3385	1.001	27000	11	3
SMD[4,2]	0.0163	0.1414	-0.2579	0.2986	1.0012	7400	11	3
SMD[5,2]	0.1766	0.1073	-0.0327	0.3892	1.0012	7700	11	3
SMD[6,2]	0.7357	0.2676	0.2097	1.2662	1.0011	10000	11	3
SMD[7,2]	-0.1871	0.0827	-0.3482	-0.0226	1.001	27000	11	3
SMD[8,2]	0.3035	0.1467	0.015	0.5913	1.0011	15000	11	3
SMD[9,2]	0.0022	0.0896	-0.1768	0.1764	1.0013	6500	11	3
SMD[10,2]	-0.0591	0.0857	-0.2259	0.1118	1.001	19000	11	3
SMD[11,2]	-0.1285	0.0907	-0.3081	0.0493	1.001	27000	11	3
SMD[12,2]	0.009	0.0971	-0.1852	0.1965	1.001	27000	11	3
SMD[13,2]	0.4538	0.1095	0.2377	0.668	1.001	27000	11	3
SMD[14,2]	0.1761	0.1082	-0.0393	0.3893	1.001	27000	11	3
SMD[4,3]	-0.063	0.1696	-0.39	0.2759	1.001	23000	11	3
SMD[5,3]	0.098	0.1374	-0.1737	0.3706	1.001	27000	11	3
SMD[6,3]	0.6556	0.283	0.1035	1.2187	1.0012	7100	11	3
SMD[7,3]	-0.2661	0.1295	-0.5205	-0.0137	1.001	27000	11	3
SMD[8,3]	0.2241	0.1749	-0.1216	0.565	1.001	27000	11	3
SMD[9,3]	-0.0761	0.1299	-0.3358	0.1756	1.0011	15000	11	3
SMD[10,3]	-0.1387	0.1137	-0.3607	0.0862	1.001	27000	11	3
SMD[11,3]	-0.2071	0.1289	-0.4658	0.0443	1.001	27000	11	3
SMD[12,3]	-0.0704	0.1346	-0.3381	0.1952	1.001	20000	11	3
SMD[13,3]	0.3754	0.1431	0.09	0.6548	1.001	27000	11	3
SMD[14,3]	0.0976	0.1435	-0.1879	0.376	1.0011	15000	11	3
SMD[5,4]	0.1602	0.1465	-0.1308	0.4417	1.001	27000	11	3
SMD[6,4]	0.719	0.2872	0.1507	1.2836	1.0013	5400	11	3
SMD[7,4]	-0.2025	0.1341	-0.4728	0.054	1.0012	7700	11	3
SMD[8,4]	0.2861	0.1793	-0.0715	0.6335	1.001	27000	11	3
SMD[9,4]	-0.0143	0.1356	-0.2836	0.2484	1.001	19000	11	3
SMD[10,4]	-0.0755	0.1349	-0.3442	0.1864	1.0011	16000	11	3
SMD[11,4]	-0.1445	0.1395	-0.4249	0.1256	1.0011	11000	11	3
SMD[12,4]	-0.0071	0.1441	-0.2998	0.2698	1.0012	6800	11	3
SMD[13,4]	0.4372	0.1522	0.1289	0.7287	1.0012	8200	11	3
SMD[14,4]	0.1609	0.1518	-0.1439	0.455	1.0013	5800	11	3
SMD[6,5]	0.5593	0.2716	0.0273	1.0917	1.0013	5100	11	3
SMD[7,5]	-0.3643	0.1029	-0.5683	-0.1614	1.0012	7400	11	3
SMD[8,5]	0.1278	0.1556	-0.181	0.4255	1.001	27000	11	3
SMD[9,5]	-0.1752	0.102	-0.3798	0.0237	1.0012	8200	11	3
SMD[10,5]	-0.2361	0.0863	-0.4071	-0.067	1.001	19000	11	3
SMD[11,5]	-0.3048	0.1035	-0.5099	-0.1048	1.0011	11000	11	3
SMD[12,5]	-0.1682	0.1101	-0.3876	0.0459	1.0013	5900	11	3
SMD[13,5]	0.2763	0.1195	0.0391	0.5095	1.0011	12000	11	3
SMD[14,5]	0	0.1196	-0.2386	0.2322	1.0013	5100	11	3
SMD[7,6]	-0.9214	0.2663	-1.4542	-0.4049	1.0011	10000	11	3
SMD[8,6]	-0.432	0.2898	-1.0119	0.1328	1.0012	6800	11	3
SMD[9,6]	-0.7324	0.2663	-1.2625	-0.2151	1.0012	8100	11	3
SMD[10,6]	-0.794	0.2647	-1.3174	-0.2771	1.0012	6900	11	3
SMD[11,6]	-0.8619	0.2661	-1.3932	-0.3437	1.0012	9000	11	3
SMD[12,6]	-0.7268	0.2681	-1.2606	-0.2034	1.0011	13000	11	3
SMD[13,6]	-0.281	0.2725	-0.8215	0.2554	1.0012	8100	11	3
SMD[14,6]	-0.5597	0.2718	-1.0944	-0.0307	1.0011	15000	11	3
SMD[8,7]	0.4912	0.1448	0.2042	0.7757	1.0011	19000	11	3
SMD[9,7]	0.1887	0.0868	0.0159	0.3598	1.0012	9400	11	3
SMD[10,7]	0.1265	0.0774	-0.0209	0.2829	1.0011	18000	11	3
SMD[11,7]	0.0585	0.0815	-0.1019	0.2203	1.001	27000	11	3
SMD[12,7]	0.1961	0.0907	0.0144	0.3716	1.001	27000	11	3
SMD[13,7]	0.6407	0.1068	0.4267	0.8503	1.001	27000	11	3
SMD[14,7]	0.3638	0.1004	0.1642	0.5591	1.001	27000	11	3
SMD[9,8]	-0.302	0.1323	-0.5599	-0.0435	1.001	27000	11	3
SMD[10,8]	-0.3625	0.1415	-0.6391	-0.0831	1.001	27000	11	3
SMD[11,8]	-0.4318	0.1452	-0.7168	-0.1452	1.001	27000	11	3
SMD[12,8]	-0.2959	0.1468	-0.5824	-0.0029	1.0011	13000	11	3
SMD[13,8]	0.1507	0.154	-0.1485	0.4558	1.0011	15000	11	3
SMD[14,8]	-0.1267	0.1566	-0.4338	0.1846	1.0011	10000	11	3
SMD[10,9]	-0.0622	0.0791	-0.2146	0.0984	1.0012	9100	11	3
SMD[11,9]	-0.1302	0.087	-0.3	0.0407	1.0011	12000	11	3
SMD[12,9]	0.0061	0.0873	-0.1646	0.1777	1.0012	7200	11	3
SMD[13,9]	0.4512	0.0983	0.2581	0.6451	1.0013	5000	11	3
SMD[14,9]	0.1749	0.1066	-0.0349	0.385	1.0012	7300	11	3
SMD[11,10]	-0.0687	0.078	-0.2245	0.0824	1.001	27000	11	3
SMD[12,10]	0.0676	0.0884	-0.1094	0.2392	1.0011	12000	11	3
SMD[13,10]	0.5132	0.1011	0.3094	0.7084	1.001	27000	11	3
SMD[14,10]	0.2364	0.1011	0.0328	0.4308	1.0012	9300	11	3
SMD[12,11]	0.1368	0.0888	-0.0393	0.3112	1.001	27000	11	3
SMD[13,11]	0.5814	0.1066	0.373	0.789	1.001	27000	11	3
SMD[14,11]	0.3044	0.1052	0.0956	0.5104	1.001	24000	11	3
SMD[13,12]	0.4457	0.11	0.2272	0.6621	1.001	22000	11	3
SMD[14,12]	0.1683	0.1105	-0.0509	0.3849	1.001	27000	11	3
SMD[14,13]	-0.2769	0.1215	-0.5198	-0.0385	1.001	20000	11	3
SMD[2,1]	-0.3767	0.0691	-0.5132	-0.2392	1.001	27000	12	3
SMD[3,1]	-0.2986	0.113	-0.5234	-0.0771	1.0011	16000	12	3
SMD[4,1]	-0.3598	0.1245	-0.5977	-0.1104	1.001	27000	12	3
SMD[5,1]	-0.2002	0.0849	-0.3667	-0.0321	1.001	27000	12	3
SMD[6,1]	0.3417	0.2571	-0.1636	0.8516	1.001	25000	12	3
SMD[7,1]	-0.5629	0.0631	-0.6874	-0.4397	1.001	27000	12	3
SMD[8,1]	-0.0728	0.1305	-0.3305	0.181	1.001	27000	12	3
SMD[9,1]	-0.3729	0.0644	-0.5001	-0.2468	1.0011	18000	12	3
SMD[10,1]	-0.437	0.0551	-0.5445	-0.3281	1.001	27000	12	3
SMD[11,1]	-0.5057	0.0626	-0.6291	-0.3826	1.0011	10000	12	3
SMD[12,1]	-0.3686	0.0716	-0.5117	-0.2291	1.001	27000	12	3
SMD[13,1]	0.0779	0.0858	-0.0905	0.2458	1.001	27000	12	3
SMD[14,1]	-0.201	0.0852	-0.3699	-0.035	1.0011	16000	12	3
SMD[3,2]	0.0773	0.1318	-0.1841	0.3344	1.0011	18000	12	3
SMD[4,2]	0.0155	0.14	-0.2505	0.2983	1.001	27000	12	3
SMD[5,2]	0.1754	0.1085	-0.0371	0.3913	1.001	27000	12	3
SMD[6,2]	0.7194	0.2661	0.195	1.2458	1.001	23000	12	3
SMD[7,2]	-0.1874	0.0821	-0.3511	-0.0272	1.001	27000	12	3
SMD[8,2]	0.3031	0.1468	0.0144	0.5893	1.0009	27000	12	3
SMD[9,2]	0.0029	0.0898	-0.1746	0.1767	1.001	27000	12	3
SMD[10,2]	-0.0617	0.0861	-0.2282	0.1128	1.001	27000	12	3
SMD[11,2]	-0.1293	0.0909	-0.3113	0.0477	1.0011	15000	12	3
SMD[12,2]	0.0075	0.097	-0.1843	0.1986	1.001	27000	12	3
SMD[13,2]	0.4543	0.1086	0.2378	0.668	1.001	27000	12	3
SMD[14,2]	0.175	0.1077	-0.0403	0.3841	1.001	24000	12	3
SMD[4,3]	-0.0621	0.1676	-0.3817	0.2736	1.001	25000	12	3
SMD[5,3]	0.0976	0.1351	-0.1644	0.3655	1.0011	15000	12	3
SMD[6,3]	0.6412	0.2797	0.0867	1.1955	1.001	27000	12	3
SMD[7,3]	-0.2654	0.1263	-0.5124	-0.013	1.0011	14000	12	3
SMD[8,3]	0.2274	0.1702	-0.1109	0.556	1.001	22000	12	3
SMD[9,3]	-0.074	0.1278	-0.3281	0.1764	1.0011	11000	12	3
SMD[10,3]	-0.138	0.1118	-0.3559	0.0844	1.0012	9500	12	3
SMD[11,3]	-0.2065	0.1272	-0.457	0.0449	1.001	27000	12	3
SMD[12,3]	-0.0701	0.1329	-0.3335	0.1901	1.001	27000	12	3
SMD[13,3]	0.3765	0.1408	0.1014	0.6574	1.001	20000	12	3
SMD[14,3]	0.0978	0.1408	-0.1827	0.3721	1.001	27000	12	3
SMD[5,4]	0.1596	0.1456	-0.13	0.4401	1.0009	27000	12	3
SMD[6,4]	0.704	0.285	0.14	1.2594	1.001	27000	12	3
SMD[7,4]	-0.2036	0.1318	-0.4663	0.0483	1.001	27000	12	3
SMD[8,4]	0.2872	0.1791	-0.0743	0.6292	1.001	27000	12	3
SMD[9,4]	-0.0133	0.1342	-0.2822	0.2418	1.001	24000	12	3
SMD[10,4]	-0.0763	0.1338	-0.3431	0.1805	1.001	27000	12	3
SMD[11,4]	-0.1457	0.1374	-0.4195	0.1164	1.001	27000	12	3
SMD[12,4]	-0.0083	0.1417	-0.2936	0.2631	1.001	27000	12	3
SMD[13,4]	0.4384	0.1499	0.1375	0.722	1.0009	27000	12	3
SMD[14,4]	0.1592	0.1495	-0.1448	0.4433	1.001	24000	12	3
SMD[6,5]	0.5439	0.2703	0.0137	1.0757	1.001	25000	12	3
SMD[7,5]	-0.3622	0.1023	-0.5662	-0.1615	1.001	27000	12	3
SMD[8,5]	0.1286	0.1539	-0.1802	0.4243	1.001	27000	12	3
SMD[9,5]	-0.1723	0.1024	-0.3756	0.0251	1.001	25000	12	3
SMD[10,5]	-0.2366	0.0862	-0.4066	-0.0638	1.001	27000	12	3
SMD[11,5]	-0.305	0.1033	-0.5086	-0.1019	1.0011	18000	12	3
SMD[12,5]	-0.1682	0.1097	-0.3876	0.0459	1.001	27000	12	3
SMD[13,5]	0.2792	0.1202	0.0368	0.5164	1.001	27000	12	3
SMD[14,5]	-9e-04	0.1202	-0.2397	0.2343	1.0011	17000	12	3
SMD[7,6]	-0.905	0.2636	-1.4271	-0.3861	1.001	22000	12	3
SMD[8,6]	-0.4141	0.2878	-0.9812	0.1438	1.001	21000	12	3
SMD[9,6]	-0.7137	0.2649	-1.2434	-0.198	1.0011	17000	12	3
SMD[10,6]	-0.7798	0.2626	-1.2998	-0.2631	1.001	20000	12	3
SMD[11,6]	-0.8482	0.2639	-1.3685	-0.3289	1.001	27000	12	3
SMD[12,6]	-0.7107	0.2668	-1.2395	-0.1859	1.001	27000	12	3
SMD[13,6]	-0.2636	0.271	-0.7989	0.2649	1.001	27000	12	3
SMD[14,6]	-0.5422	0.2697	-1.0771	-0.0095	1.001	27000	12	3
SMD[8,7]	0.4908	0.1438	0.2032	0.7689	1.001	27000	12	3
SMD[9,7]	0.1907	0.0861	0.0188	0.3584	1.001	27000	12	3
SMD[10,7]	0.1268	0.0756	-0.0203	0.2763	1.0009	27000	12	3
SMD[11,7]	0.0581	0.0808	-0.102	0.2157	1.0011	10000	12	3
SMD[12,7]	0.1941	0.0898	0.0157	0.3699	1.001	27000	12	3
SMD[13,7]	0.6405	0.1056	0.4338	0.8494	1.001	27000	12	3
SMD[14,7]	0.3619	0.0998	0.1631	0.5573	1.0011	14000	12	3
SMD[9,8]	-0.3014	0.1315	-0.5594	-0.0406	1.0009	27000	12	3
SMD[10,8]	-0.3646	0.1395	-0.6368	-0.0859	1.001	27000	12	3
SMD[11,8]	-0.4336	0.1442	-0.7146	-0.1474	1.001	22000	12	3
SMD[12,8]	-0.2963	0.1461	-0.5843	-0.011	1.001	27000	12	3
SMD[13,8]	0.1516	0.1534	-0.1483	0.4546	1.001	27000	12	3
SMD[14,8]	-0.1285	0.1561	-0.4383	0.1773	1.001	27000	12	3
SMD[10,9]	-0.0644	0.0789	-0.2171	0.0935	1.001	27000	12	3
SMD[11,9]	-0.1334	0.0869	-0.2999	0.0402	1.0012	7100	12	3
SMD[12,9]	0.004	0.0872	-0.1664	0.1757	1.0011	12000	12	3
SMD[13,9]	0.451	0.098	0.2601	0.6458	1.0011	15000	12	3
SMD[14,9]	0.1714	0.1069	-0.0381	0.3819	1.0011	14000	12	3
SMD[11,10]	-0.068	0.0777	-0.2223	0.082	1.0012	7900	12	3
SMD[12,10]	0.0693	0.0884	-0.1093	0.2399	1.001	27000	12	3
SMD[13,10]	0.5156	0.1008	0.3138	0.7112	1.001	27000	12	3
SMD[14,10]	0.2352	0.0999	0.0365	0.4293	1.0011	12000	12	3
SMD[12,11]	0.138	0.0889	-0.0396	0.3087	1.001	27000	12	3
SMD[13,11]	0.5828	0.1049	0.3762	0.7898	1.001	21000	12	3
SMD[14,11]	0.3049	0.1041	0.0966	0.5084	1.001	27000	12	3
SMD[13,12]	0.4465	0.1103	0.2306	0.6649	1.001	27000	12	3
SMD[14,12]	0.1681	0.1102	-0.0497	0.383	1.001	27000	12	3
SMD[14,13]	-0.2781	0.1208	-0.5195	-0.0448	1.0011	17000	12	3
SMD[2,1]	-0.3793	0.0685	-0.5129	-0.2443	1.0011	16000	13	3
SMD[3,1]	-0.3018	0.1137	-0.5247	-0.0776	1.001	27000	13	3
SMD[4,1]	-0.364	0.1243	-0.6009	-0.1123	1.001	21000	13	3
SMD[5,1]	-0.2043	0.0844	-0.3691	-0.0369	1.001	27000	13	3
SMD[6,1]	0.3241	0.258	-0.1743	0.8398	1.001	21000	13	3
SMD[7,1]	-0.5665	0.0634	-0.6919	-0.4427	1.0012	7400	13	3
SMD[8,1]	-0.0755	0.1305	-0.3365	0.1801	1.001	27000	13	3
SMD[9,1]	-0.3759	0.0645	-0.505	-0.2519	1.0012	8100	13	3
SMD[10,1]	-0.44	0.0553	-0.5485	-0.3302	1.0011	16000	13	3
SMD[11,1]	-0.5083	0.0623	-0.6309	-0.3853	1.001	27000	13	3
SMD[12,1]	-0.3712	0.0706	-0.5119	-0.2338	1.001	27000	13	3
SMD[13,1]	0.0755	0.0858	-0.093	0.2436	1.0011	13000	13	3
SMD[14,1]	-0.2062	0.0853	-0.3732	-0.0382	1.001	27000	13	3
SMD[3,2]	0.0776	0.1328	-0.1852	0.3414	1.0011	15000	13	3
SMD[4,2]	0.0158	0.1395	-0.2524	0.2969	1.001	27000	13	3
SMD[5,2]	0.1755	0.1075	-0.0341	0.389	1.0011	14000	13	3
SMD[6,2]	0.7051	0.2667	0.1845	1.2333	1.001	19000	13	3
SMD[7,2]	-0.187	0.0817	-0.3501	-0.0267	1.001	24000	13	3
